"Type","Comet","Obs date","Extinction","Meth","Comet vis","Mag","Conditions","Ref cat","Inst T","App","Inst F","Inst P","Coma vis","Coma","Coma notes","DC","Tail vis","Tail","Tail unit","PA","User","Association","Country","Location","Comment","Sky quality","Sky quality method","Reference stars"
"CCD","C/2023 A3","2023-04-20 22:25","","V","","17.3","","GG","L","25.0","5","1800","","0.40'","","","","","","","PHI02","British Astronomical Association","United Kingdom","Forthimage Observatory Edinburgh UK","","","",""
"CCD","C/2023 A3","2024-04-21 16:47","","V","","10.8","","AQ","R","5.0","5","990","","1.60'","","","","1.40'","'","101°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-07 15:07","","V","","11.2","","AQ","R","5.0","5","900","","1.90'","","","","4.50'","'","96°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-06 15:36","","V","","11.4","","AQ","R","5.0","5","900","","1.90'","","","","3.90'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-04-15 03:07","","V","","10.8","","AQ","T","25.0","6","1260","","1.80'","","","","2.00'","'","85°","MAS01","Society for Interplanetary Matter","Czech Republic","","","","",""
"CCD","C/2023 A3","2024-05-11 11:02","","V","","11.2","","AQ","R","5.0","5","1110","","1.90'","","","","5.70'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-07-07 20:23","","V","","16.7","","U4","Y","50.0","7","600","","0.50'","","","","0.30'","'","110°","HER02","ALPO Comet Section","United States","","","","",""
"CCD","C/2023 A3","2024-04-13 17:02","","V","","11.0","","AQ","R","5.0","5","930","","1.90'","","","","1.30'","'","77°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-04-09 07:55","","V","","11.0","","AV","L","51.0","4","600","","1.40'","","","","1.80'","'","60°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-04-29 12:43","","V","","11.1","","AQ","R","5.0","5","1200","","1.60'","","","","2.60'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-16 13:12","","V","","11.1","","AQ","R","5.0","5","1220","","1.90'","","","","5.20'","'","103°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-05-16 23:16","","V","","16.9","","U4","Y","50.0","7","480","","0.40'","","","","6.00""","""","120°","HER02","ALPO Comet Section","United States","Skygems Obs, Hakos, Namibia","","","",""
"CCD","C/2023 A3","2024-07-15 11:16","","V","","10.6","","AQ","R","5.0","5","1710","","2.40'","","","","13.90'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-07-16 11:16","","V","","10.5","","AQ","R","5.0","5","1590","","2.60'","","","","14.90'","'","99°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-08-13 18:28","","V","","16.3","","U4","Y","50.0","7","600","","0.40'","","","","0.30'","'","100°","HER02","ALPO Comet Section","United States","","","","",""
"CCD","C/2023 A3","2024-06-30 00:33","","V","","12.9","","U4","C","100.0","5150","30","&","1.10'","","","","203.60""","""","","NAVaa","Cometary Section of the Iberoamerican Astronomical League","Venezuela","Llano del Hato, Mérida Venezuela","","","",""
"CCD","C/2023 A3","2024-07-13 11:16","","V","","10.5","","AQ","R","5.0","5","1740","","2.60'","","","","19.30'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-16 11:45","a","V","","10.7","","LA","Y","20.3","5","240","","1.40'","","","","6.00'","'","102°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-06-24 05:02","","V","","9.9","","AV","L","43.1","4","180","","2.10'","","","","14.00'","'","100°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-06-26 22:04","","V","","10.6","","AQ","T","25.0","6","1380","","1.90'","","","","10.90'","'","100°","MAS01","Society for Interplanetary Matter","Czech Republic","","","","",""
"CCD","C/2023 A3","2024-05-14 12:00","","V","","10.7","","LA","Y","20.3","5","240","","1.40'","","","","5.00'","'","102°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-05-04 14:09","","V","","11.2","","AQ","R","5.0","5","900","","1.90'","","","","6.60'","'","97°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-26 11:45","","V","","11.3","","AQ","R","5.0","5","1080","","1.60'","","","","8.60'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-09 12:28","","V","","10.7","","LA","Y","20.3","5","480","","1.50'","","","","6.00'","'","98°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-06-24 11:02","","V","","10.9","","AQ","R","5.0","5","1630","","2.10'","","","","11.40'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-19 11:16","","V","","10.9","","AQ","R","5.0","5","1120","","1.30'","","","","11.30'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-18 11:45","a","V","","10.5","","LA","Y","20.3","5","360","","1.90'","","","","12.00'","'","100°","YOS02","International Comet Quarterly","Japan","","Landolt Catalog 2009. V-I +0.56 and +0.67.","","","Landolt Catalog 105 815"
"CCD","C/2023 A3","2024-05-31 22:33","","V","","11.1","","AQ","T","25.0","6","1380","","1.30'","","","","8.50'","'","100°","MAS01","Society for Interplanetary Matter","Czech Republic","","","","",""
"CCD","C/2023 A3","2024-06-13 11:02","","V","","11.3","","AQ","R","5.0","5","1340","","1.60'","","","","12.70'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-10 12:00","","V","","10.8","","LA","Y","20.3","5","300","","1.50'","","","","5.00'","'","98°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-05-14 11:31","","V","","11.3","","AQ","R","5.0","5","1330","","1.90'","","","","6.80'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-25 11:31","","V","","11.0","","AQ","R","5.0","5","1570","","2.10'","","","","11.50'","'","101°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-02 23:16","","V","","10.7","","AQ","T","25.0","6","1500","","2.10'","","","","4.90'","'","97°","MAS01","Society for Interplanetary Matter","Czech Republic","","","","",""
"CCD","C/2023 A3","2023-06-13 21:21","","V","","16.9","","U4","Y","50.0","7","600","","0.20'","","","","0.20'","'","120°","HER02","ALPO Comet Section","United States","","","","",""
"CCD","C/2023 A3","2024-06-15 11:31","","V","","11.5","","AQ","R","5.0","5","1190","","2.20'","","","","10.70'","'","99°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-03-22 16:04","","V","","18.5","","U4","Y","43.0","7","300","","0.20'","","","","","","","HER02","ALPO Comet Section","United States","iTelescopes T17","","","",""
"CCD","C/2023 A3","2024-05-03 11:45","","V","","10.6","","TJ","R","7.6","6","75","","1.80'","","","","1.90'","'","106°","YAM03","","Japan","","","","",""
"CCD","C/2023 A3","2024-04-20 16:47","","V","","10.8","","AQ","R","5.0","5","910","","1.60'","","","","1.70'","'","93°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-03 12:28","","V","","10.5","","TA","Y","20.3","5","90","","1.20'","","","","3.80'","'","97°","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-04-14 17:02","","V","","11.1","","AQ","R","5.0","5","950","","2.10'","","","","","","","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-04-15 17:02","","V","","10.8","","AQ","R","5.0","5","960","","2.20'","","","","","","","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-04-24 12:28","","V","","17.5","","U4","Y","43.0","7","300","","0.20'","","","","","","","HER02","ALPO Comet Section","United States","iTelescopes T17","","","",""
"CCD","C/2023 A3","2024-04-16 17:02","","V","","10.9","","AQ","R","5.0","5","1000","","2.10'","","","","","","","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-04-17 16:47","","V","","10.8","","AQ","R","5.0","5","1010","","2.20'","","","","","","","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-12 21:29","","V","","10.5","","AV","L","15.0","4","300","","2.90'","","","","0.08°","°","100°","PAR03","Polish Comet Observers","Poland","","Temperature: +6 C","","",""
"CCD","C/2023 A3","2023-12-25 05:16","","V","","14.4","","U4","Y","50.0","7","540","","0.30'","","","","","","","HER02","ALPO Comet Section","United States","","","","",""
"CCD","C/2023 A3","2024-05-10 20:20","","V","","10.7","","TJ","A","5.0","4","1500","","1.00'","","","","2.30'","'","","SOL02","","Spain","Caldes de Montbui","","18.4","SQM",""
"CCD","C/2023 A3","2024-05-15 12:57","","V","","11.1","","AQ","R","5.0","5","1460","","1.90'","","","","5.00'","'","101°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-01 20:44","","V","","10.4","","AV","L","15.0","4","300","","2.90'","","","","0.08°","°","95°","PAR03","Polish Comet Observers","Poland","","Temperature: +12 C; Humidity 26%","","",""
"CCD","C/2023 A3","2023-06-16 20:52","","Z","","16.8","","BG","L","20.0","3","900","","0.50'","","","","0.20'","'","119°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.6","","",""
"CCD","C/2023 A3","2023-07-20 19:26","","Z","","16.6","","BG","L","20.0","3","1080","","0.40'","","","","0.20'","'","112°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.4","","",""
"CCD","C/2023 A3","2024-02-21 20:24","","Z","","13.0","","BG","L","27.9","2","480","","1.10'","","","","1.70'","'","309°","LEH02","VdS Fachgruppe Kometen","Germany","Australia (remote)","CMOS OSC/G, mlim=21.0","","",""
"CCD","C/2023 A3","2024-02-25 03:07","","Z","","13.0","","BG","L","27.9","2","2100","","1.10'","","","","1.30'","'","303°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.8, moon 100% dist 64 deg","","",""
"CCD","C/2023 A3","2024-05-20 14:23","","Z","","11.5",":","GG","R","5.0","5","80","","0.70'","","","","2.30'","'","109°","HEG","","United Kingdom","Edinburgh, UK","Limiting magnitude 14.3.  Affected by twilight and nearby bright moon.","","",""
"CCD","C/2023 A3","2024-04-09 21:57","","Z","","11.1","","GG","L","30.3","4","1140","","1.30'","","","","1.90'","'","67°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.5","","",""
"CCD","C/2023 A3","2024-05-25 22:47","","Z","","11.1","","GG","L","50.0","3","360","","2.44'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-05-07 22:18","","Z","","10.4","","GG","L","20.0","4","60","","1.60'","","6.0","","8.00'","'","97°","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2024-05-08 22:16","","Z","","10.5","","GG","L","20.0","4","60","","1.80'","","6.0","","8.60'","'","99°","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2024-05-14 21:36","","Z","","10.4","","BG","R","10.0","6","5409","","5.20'","","","","0.18°","°","99°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.0, moon 44% dist 52 deg","","",""
"CCD","C/2023 A3","2024-05-10 20:52","","Z","","10.5","","BG","R","10.6","5","720","","3.20'","","","","0.16°","°","100°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.6","","",""
"CCD","C/2023 A3","2024-05-12 21:36","","Z","","10.5","","BG","L","27.9","2","1200","","3.20'","","","","0.17°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.4, moon 26% dist 78 deg","","",""
"CCD","C/2023 A3","2024-05-13 21:36","","Z","","10.5","","BG","L","27.9","2","960","","4.10'","","","","0.19°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.5, moon 35% dist 65 deg","","",""
"CCD","C/2023 A3","2024-05-14 20:52","","Z","","10.5","","BG","L","27.9","2","900","","3.60'","","","","0.16°","°","103°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.3, moon 44% dist 52 deg","","",""
"CCD","C/2023 A3","2024-05-17 20:24","","Z","","10.7","","BG","R","10.6","5","720","","2.50'","","","","0.15°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=18.5, moon 72% dist 15 deg","","",""
"CCD","C/2023 A3","2024-05-22 18:43","","Z","","10.6","","BG","R","10.6","5","960","","2.70'","","","","0.19°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=18.9, moon 99% dist 48 deg","","",""
"CCD","C/2023 A3","2024-05-23 21:35","","Z","","10.5","","BG","L","27.9","2","1260","","3.10'","","","","0.21°","°","100°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.8, moon 100% dist 63 deg","","",""
"CCD","C/2023 A3","2024-05-24 18:43","","Z","","10.6","","BG","R","10.6","5","960","","2.90'","","","","0.19°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.1, moon 98% dist 75 deg","","",""
"CCD","C/2023 A3","2024-05-24 20:52","","Z","","10.7","","BG","L","25.0","3","540","","3.10'","","","","0.20°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=19.5, moon 98% dist 76 deg","","",""
"CCD","C/2023 A3","2024-05-25 21:35","","Z","","10.6","","BG","L","25.0","3","480","","3.70'","","","","0.21°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=19.5","","",""
"CCD","C/2023 A3","2024-05-26 18:57","","Z","","10.5","","BG","R","10.6","5","720","","3.50'","","","","0.22°","°","100°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.5, moon 89% dist 103 deg","","",""
"CCD","C/2023 A3","2024-05-27 22:19","","Z","","10.6","","BG","L","25.0","3","480","","3.20'","","","","0.23°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=19.4","","",""
"CCD","C/2023 A3","2024-05-28 21:50","","Z","","10.4","","BG","L","27.9","2","840","","4.10'","","","","0.28°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.3","","",""
"CCD","C/2023 A3","2024-05-29 18:28","","Z","","10.3","","BG","R","10.6","5","720","","4.80'","","","","0.24°","°","100°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.6","","",""
"CCD","C/2023 A3","2024-05-29 22:33","","Z","","10.7","","BG","L","25.0","3","240","","3.00'","","","","0.20°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=19.5","","",""
"CCD","C/2023 A3","2024-03-06 19:26","","Z","","12.6","","BG","L","27.9","2","840","","1.50'","","","","2.10'","'","308°","LEH02","VdS Fachgruppe Kometen","Germany","Australia (remote)","CMOS OSC/G, mlim=21.3, moon 18% dist 73 deg","","",""
"CCD","C/2023 A3","2024-06-01 23:02","","Z","","11.2","","GG","L","50.0","3","300","","1.50'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-03-04 22:04","","Z","","12.7","","GG","L","50.0","3","660","","1.88'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-03-11 04:47","","Z","","12.6","","GG","L","50.0","3","720","","0.75'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-03-16 04:47","","Z","","12.3","","GG","L","50.0","3","720","","0.94'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"VIS","C/2023 A3","2024-05-30 23:16","","Z","","9.8","","GG","R","123.0","","","","1.00'","","","","","","","PALaa","British Astronomical Association","United Kingdom","Appledorne Observatory","","","",""
"CCD","C/2023 A3","2024-06-10 21:47","","Z","","10.7","","GG","L","30.3","4","1140","","2.40'","","","","17.00'","'","100°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.2","","",""
"CCD","C/2023 A3","2024-06-04 21:36","","Z","","10.1","","BG","R","10.0","6","3726","","7.60'","","","","0.21°","°","99°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.1","","",""
"CCD","C/2023 A3","2024-06-05 06:43","","Z","","10.2","","BG","R","10.6","5","720","","6.80'","","","","0.21°","°","104°","LEH02","VdS Fachgruppe Kometen","Germany","Utah (remote)","CCD/G, mlim=18.0","","",""
"CCD","C/2023 A3","2024-06-05 18:57","","Z","","10.3","","BG","R","10.6","5","720","","5.10'","","","","0.25°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.7","","",""
"CCD","C/2023 A3","2024-06-06 18:14","","Z","","10.2","","BG","R","10.6","5","720","","6.30'","","","","0.26°","°","100°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.7","","",""
"CCD","C/2023 A3","2024-06-06 22:19","&","Z","","10.3","","BG","L","27.9","2","600","","4.40'","","","","0.24°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.0","","",""
"CCD","C/2023 A3","2024-06-07 22:19","&","Z","","10.4","","BG","L","27.9","2","1020","","3.40'","","","","0.22°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=18.9","","",""
"CCD","C/2023 A3","2024-06-09 19:40","","Z","","10.3","","BG","R","10.6","5","720","","4.70'","","","","0.26°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.5","","",""
"CCD","C/2023 A3","2024-06-09 21:50","&","Z","","10.2","","BG","L","27.9","2","840","","4.80'","","","","0.24°","°","103°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.6, moon 13% dist 54 deg","","",""
"CCD","C/2023 A3","2024-06-11 21:07","","Z","","10.2","","BG","R","10.6","5","720","","4.70'","","","","0.24°","°","100°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.2","","",""
"CCD","C/2023 A3","2024-06-11 21:36","&","Z","","10.2","","BG","L","27.9","2","720","","4.60'","","","","0.24°","°","104°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.1, moon 28% dist 29 deg","","",""
"CCD","C/2023 A3","2024-06-06 21:47","","Z","","10.8","","GG","L","30.3","4","1140","","2.20'","","","","16.00'","'","98°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.2","","",""
"CCD","C/2023 A3","2024-06-13 21:36","","Z","","10.6","","BG","R","10.0","6","1200","","2.00'","","","","0.14°","°","101°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=16.1, moon 47% dist 5 deg","","",""
"CCD","C/2023 A3","2024-06-17 21:35","","Z","","10.2","","BG","R","10.0","6","661","","3.90'","","","","0.19°","°","101°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=17.0, moon 82% dist 45 deg","","",""
"CCD","C/2023 A3","2024-06-20 21:07","","Z","","10.2","","BG","R","10.0","6","180","","2.60'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=14.6, moon 98% dist 84 deg","","",""
"CCD","C/2023 A3","2024-06-23 20:52","","Z","","10.2","","BG","R","10.0","6","721","","3.10'","","","","0.18°","°","101°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=16.1","","",""
"CCD","C/2023 A3","2024-06-20 22:11","","Z","","11.0","","GG","C","31.5","8","1200","","2.00'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-06-15 18:00","","Z","","10.3","","BG","R","10.6","5","1080","","3.90'","","","","0.25°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.1, moon 64% dist 18 deg","","",""
"CCD","C/2023 A3","2024-06-18 18:57","","Z","","10.1","","BG","R","10.6","5","1440","","5.50'","","","","0.28°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=18.9, moon 89% dist 56 deg","","",""
"CCD","C/2023 A3","2024-06-20 17:45","","Z","","10.1","","BG","R","10.6","5","1680","","4.60'","","","","0.27°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.2, moon 98% dist 82 deg","","",""
"CCD","C/2023 A3","2024-05-28 22:18","","Z","","10.9","","GG","L","30.3","4","1140","","2.60'","","","","14.00'","'","98°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.8","","",""
"CCD","C/2023 A3","2024-05-27 23:03","","Z","","10.8","","GG","L","30.3","4","1140","","3.00'","","","","14.00'","'","97°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.6","","",""
"CCD","C/2023 A3","2024-05-30 22:12","","Z","","10.7","","GG","L","30.3","4","660","","2.10'","","","","14.00'","'","98°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.0","","",""
"CCD","C/2023 A3","2024-05-24 21:14","","Z","","10.8","","GG","L","30.3","4","2760","","2.30'","","","","14.00'","'","98°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.5","","",""
"CCD","C/2023 A3","2024-06-26 18:18","","Z","","10.6","","GG","R","10.6","5","180","","3.00'","","6.0","","23.00'","'","99°","CHA03","","Spain","Hakos, Namibia","","","",""
"CCD","C/2023 A3","2024-07-02 21:58","","Z","","10.6","","GG","C","31.5","8","660","","2.80'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-06-23 17:45","","Z","","10.0","","BG","R","10.6","5","240","","4.90'","","","","0.26°","°","101°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=19.0, moon 96% dist 123 deg","","",""
"CCD","C/2023 A3","2024-06-25 20:52","","Z","","10.7","","BG","R","10.0","6","390","","1.70'","","","","0.11°","°","103°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=15.8","","",""
"CCD","C/2023 A3","2024-06-30 20:23","","Z","","10.9","","GG","C","31.5","8","1440","","1.90'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-07-03 21:51","","Z","","10.5","","GG","C","31.5","8","600","","2.80'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-07-05 21:40","","Z","","10.4","","GG","C","31.5","8","660","","2.40'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-07-01 21:57","","Z","","10.6","","GG","C","31.5","8","960","","3.40'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-07-04 21:42","","Z","","10.7","","GG","C","31.5","8","960","","2.40'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-07-06 21:36","","Z","","10.5","","GG","C","31.5","8","660","","2.80'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-03-15 02:38","","Z","","12.3","","BG","L","20.0","3","720","","1.40'","","","","1.50'","'","314°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.3","","",""
"CCD","C/2023 A3","2024-03-13 00:00","","Z","","12.2","","AV","R","2.8","5","90","","1.00'","","8.0","","0.70'","'","309°","NOV01","","Russian Federation","","","","",""
"CCD","C/2023 A3","2024-03-18 22:19","","Z","","12.0","","AV","R","2.8","5","90","","1.10'","","8.0","","","","","NOV01","","Russian Federation","","","","",""
"CCD","C/2023 A3","2024-03-17 02:24","","Z","","12.2","","BG","R","10.0","6","2647","","2.10'","","","","1.50'","'","316°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.6","","",""
"CCD","C/2023 A3","2024-03-31 11:38","","Z","","11.5","","U4","D","28.0","2","300","","1.00'","","8.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"CCD","C/2023 A3","2024-04-10 00:33","","Z","","10.9","","GG","T","35.0","6","719","","1.70'","","","","","","","BUC01","British Astronomical Association","United Kingdom","Tarbatness MPC Code I81","Visual equivalent magnitude measured using Comphot Nick James software","","",""
"CCD","C/2023 A3","2024-04-09 23:16","","Z","","10.7","","AV","R","2.9","5","90","","1.40'","","7.0","","1.30'","'","60°","NOV01","","Russian Federation","","","","",""
"CCD","C/2023 A3","2024-04-19 22:33","","Z","","10.7","","U4","T","28.0","10","1164","","1.32'","","","","","","","JAM02","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-04-12 00:43","","Z","","11.0","","BG","R","10.0","6","2887","","3.20'","","","","0.05°","°","73°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.0","","",""
"CCD","C/2023 A3","2023-12-31 05:02","","Z","","14.5","","BG","R","10.0","6","1556","","0.70'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=16.3, moon 84% dist 78 deg","","",""
"CCD","C/2023 A3","2024-04-24 20:50","","Z","","11.0","","GG","R","5.0","5","620","","0.80'","","","","1.60'","'","100°","HEG","","United Kingdom","Edinburgh, UK","Limiting magnitude 15.2.  Drifting thin cloud, twilight","","",""
"CCD","C/2023 A3","2024-04-10 00:57","","Z","","11.2","","BG","L","25.0","3","840","","2.10'","","","","2.40'","'","68°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=20.2","","",""
"CCD","C/2023 A3","2024-04-10 23:45","","Z","","11.0","","BG","L","27.9","2","1800","","2.90'","","","","0.07°","°","69°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.6","","",""
"CCD","C/2023 A3","2024-04-18 01:55","","Z","","10.7","","BG","R","10.6","5","720","","2.70'","","","","0.08°","°","87°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.4","","",""
"CCD","C/2023 A3","2024-04-22 22:33","","Z","","10.7","","BG","L","27.9","2","1680","","2.10'","","","","0.06°","°","93°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.2, moon 99% dist 9 deg","","",""
"CCD","C/2023 A3","2024-01-09 05:02","","Z","","14.2","","BG","R","10.0","6","2649","","1.20'","","","","0.40'","'","317°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=18.4","","",""
